asymmetry,compactness,rgb_mean_value,rgb_standard_deviation,rgb_skewness,rgb_kurtosis,rgb_peak_val,blue_white_veil
0.8679,,"(111.64050646351825, 42.95945915392258, 47.112061967736736)","(30.707605742161714, 28.36862767421027, 28.492882997180036)","(2.064944732099522, 2.2480118511854568, 2.015500784450018)","(3.848497351506264, 6.147953616111154, 5.476304685601095)","(133, 6, 6)",
0.869,,"(144.39795793301892, 100.83438351360383, 75.17430230072932)","(32.558626459430364, 27.756753643117083, 23.40595829130196)","(0.7052305734199988, 1.0658780675225408, 1.3270741472806533)","(-1.0342622654334168, -0.13841690929043082, 0.3573137118156078)","(120, 80, 63)",
0.446,,"(138.8893433942576, 112.77573882113211, 115.37836799008073)","(17.689663504551458, 24.092626731306677, 23.167230794636666)","(1.7325431143712129, 1.0743946700346712, 1.178914813877856)","(1.5913651392507147, -0.3554140752510979, -0.12212617500488276)","(152, 123, 125)",
0.8044,,"(182.09340006235834, 153.66817203019127, 141.17433579734643)","(18.100195536175406, 22.074291451503175, 29.122418304386915)","(1.4355626876020247, 1.3976567693412036, 0.8979131727890326)","(0.47873613433520523, 0.8332257427256158, -0.4856934192693845)","(175, 152, 127)",
0.8956,,"(155.7865991461549, 94.14216885909195, 90.61600343326836)","(29.470867035620454, 34.56358443425944, 34.027955424007835)","(1.8153219567634196, 1.02757479994306, 0.9475840581212321)","(2.140601078479019, -0.2305787155671304, -0.3881450549054697)","(157, 97, 94)",
0.4406,,"(150.82309403158433, 64.9612991979593, 51.918440100700536)","(7.90898379122752, 16.03541733728007, 15.275951400862263)","(4.003350224426405, 2.228993487708354, 2.154185262918971)","(15.327369719551204, 3.8076272647730987, 3.097002104527956)","(149, 53, 53)",
0.4207,,"(166.79506258945912, 92.63127616175916, 100.51209951820783)","(15.732066574288151, 22.93554425083485, 23.180088967738676)","(2.5121943443139583, 1.92267955158891, 1.9271015258036783)","(5.471905740432831, 3.0742699741216963, 3.143648069640066)","(164, 88, 95)",
,,,,,,,
0.8858,,"(200.63832404251298, 140.47061593113995, 135.32554599247942)","(17.536427870350472, 28.369599204312596, 29.030903339185404)","(2.211271563109703, 1.1404022477526552, 1.0110436784734822)","(3.695228684014845, -0.20907281331916971, -0.4753474215773048)","(197, 150, 148)",
0.9068,,"(164.58015402299498, 109.38302275190654, 103.53851454997493)","(27.92390562923602, 27.679438028974314, 27.991532597860505)","(1.7125474061948818, 1.6512011750714561, 1.698733225421342)","(2.044721775473656, 1.8427150815971105, 1.876642827371124)","(167, 112, 104)",
0.5861,,"(173.46507295951596, 99.55731129350897, 89.89647077706468)","(24.298577713864468, 27.758106938196818, 27.85278524954448)","(1.272611055949096, 1.174455641747732, 1.100481334896301)","(0.24705173995860052, 0.1091022571694582, -0.1881222601592185)","(175, 72, 71)",
0.3055,,"(104.67391784043866, 76.19936876159045, 74.73766333024832)","(38.06142097648416, 36.67735929222744, 32.40833201280018)","(0.8418107384949655, 2.4138940655144983, 2.6375549742456763)","(-0.39116828297151907, 6.73421866189215, 7.885032904182131)","(61, 41, 45)",
0.8241,,"(170.55410068231868, 149.35858402471058, 148.2873013455246)","(14.242440029145, 20.96168809529712, 23.19217451458316)","(2.0838756542504844, 1.454342528961984, 1.402297901734178)","(3.2553035654922837, 0.8069416506232607, 0.8431888851500751)","(175, 159, 160)",
0.5984,,"(187.035879392919, 139.92548070280463, 129.08081798812418)","(10.751391497182134, 21.624865784916317, 20.491573501906043)","(2.7757051651572855, 1.6041707798275022, 1.4386734179720406)","(6.657533321030588, 1.6302072072010496, 0.5153709192893339)","(187, 138, 122)",
0.8919,,"(145.20624081032292, 86.04965769968112, 81.9966709191649)","(25.77408300244385, 18.329093765661266, 16.86476141130842)","(1.1997362801857432, 1.7732686936677597, 1.753700052153606)","(0.16353207462475972, 1.9534361220788146, 1.6767194906329532)","(160, 95, 70)",
0.7557,,"(166.15109356598077, 140.3458541385171, 127.66735580737623)","(12.321256976250256, 13.588199615893076, 16.999793742349844)","(2.3154405301309353, 2.1565838993337647, 1.7848509928406149)","(4.0488059955926845, 3.3776697776380757, 1.8176164984956626)","(167, 141, 125)",
0.7038,,"(227.9061205684493, 136.05568554493493, 123.83459857682647)","(17.325063194539744, 22.35163712870642, 20.4484943923052)","(4.473401230941287, 1.2651993529672765, 1.3644642674782967)","(35.795766688522534, 0.02038173457610215, 0.2565266771941883)","(255, 125, 119)",
0.5579,,"(159.01818139367606, 124.65264902625051, 133.3513362003339)","(14.816506562070057, 27.152236988741045, 28.615650754119578)","(2.3009860412805625, 1.3873508826065586, 1.1451667357796935)","(3.942489901240137, 0.5000000556797377, -0.2036248445510611)","(161, 121, 136)",1
0.5757,,"(149.57384897424345, 53.90601088760377, 43.18864486970051)","(20.64977555192268, 30.200856500273446, 29.855609170114672)","(1.859954804687764, 1.4697259808833611, 1.5836994849226878)","(2.032159733614737, 0.8641789058824343, 1.5545325281951872)","(134, 35, 24)",
0.8322,,"(170.11529704906388, 135.09816237009954, 116.23492669945426)","(6.836632090422356, 8.826509602948013, 10.22112063563637)","(3.3687446377680725, 2.8821454906413715, 2.684304319603574)","(10.440037352216143, 7.22495359480283, 6.07066647092466)","(171, 137, 118)",
0.0391,,"(165.43616079325147, 132.2597108563059, 109.22574490126863)","(28.14395478499018, 30.337846186864272, 29.63171566735668)","(2.072749314534502, 0.7120277008826815, 0.8260489118423073)","(5.067362662208241, -1.2040512904163072, -1.0163278006003116)","(190, 171, 106)",
0.8709,,"(135.4909219009828, 106.99679199306047, 95.49805323630517)","(33.03376534035612, 35.27735912581489, 34.850046260028854)","(1.3124757403085394, 1.1150426935852908, 1.2292748336568995)","(0.6200931522585278, -0.03933480678649026, 0.1896021079203729)","(123, 97, 85)",
0.8898,,"(134.40845059128696, 89.71687857311554, 80.96101297915448)","(30.051271605635886, 38.11725724962313, 37.705869843057734)","(1.2524015216235582, 0.529548529625772, 0.6275252881299396)","(0.32140179628611554, -0.9938581598097693, -0.8470128702558615)","(133, 69, 78)",1
,,,,,,,
0.832,,"(136.6618799288044, 126.84943526539064, 107.40394719447795)","(14.742857503120927, 22.39408757703735, 28.410000848798997)","(1.777592071840687, 1.2290997880153978, 0.8582902877410983)","(1.455171883559509, -0.196863303663108, -0.9442574043916387)","(121, 128, 93)",
0.5631,,"(174.19926964107435, 122.69215987846837, 117.4027670280775)","(17.327109921503702, 22.106690658499303, 21.619054385541556)","(2.1072779328266162, 1.8716484656760315, 2.009246967449681)","(3.4273167163088045, 2.766835907412913, 3.4694055939365382)","(167, 112, 102)",
0.3003,,"(143.91730612899119, 67.22271382907638, 72.1682240615628)","(25.0338406569883, 24.12083405857057, 22.8152277389206)","(1.1151803003535516, 1.574122977438275, 1.7539308286701385)","(-0.19836788740726297, 1.6371909116415013, 2.29126620095321)","(166, 49, 54)",
0.8604,,"(199.50755993893836, 125.14622047753073, 67.11426557647064)","(12.106352934678169, 16.824660757530758, 23.026083114102924)","(4.125766881187478, 2.374009682556739, 1.886123338509775)","(19.421346171449915, 4.245830541009542, 2.0277041309933157)","(196, 127, 65)",
0.7991,,"(127.84787951479666, 95.37315174518153, 80.56364192976616)","(26.99596494997898, 24.374578168089293, 22.006867105234576)","(0.7427715987068286, 1.1676418167288187, 1.3080973432438203)","(-1.193154225691358, -0.08796077733865415, 0.17203959007997538)","(101, 74, 91)",
0.7073,,"(105.71937010687543, 82.73608037235681, 78.24892098177224)","(16.60418974511233, 20.43929217182978, 21.76909068666102)","(2.464325234699212, 2.0399935193925836, 1.8354191406608553)","(5.032405339692319, 2.779000015829416, 2.0775812020538122)","(110, 83, 83)",
0.9296,,"(161.92779405693136, 126.2985471548086, 124.01493864041413)","(7.336250517754105, 11.390266864304866, 9.748130128994873)","(3.3559361670119423, 2.712836798862874, 2.9162268511599905)","(10.261965353742042, 6.17526746556582, 7.447179689152502)","(162, 128, 122)",
0.6983,,"(86.36062684483477, 68.76417999913974, 54.020966599353414)","(27.013182668246632, 25.25207072826086, 20.761546758549574)","(1.9097364845212919, 2.2155069628132154, 2.5406955920210756)","(2.737290462270022, 4.717110337156817, 6.3640806711372555)","(72, 55, 43)",
0.7202,,"(124.57990526568392, 116.24881084508161, 119.78964322186948)","(20.791950401869972, 24.723514280001716, 25.716513353030535)","(1.7684451872169042, 1.6314478580008422, 1.520485956867818)","(1.824715031727739, 1.5225278822819552, 1.09882832889389)","(119, 109, 113)",1
0.8241,,"(149.52887368410848, 93.36142445551195, 88.24711831924105)","(23.772481375170738, 29.626124140578735, 31.411626406425796)","(1.8012026193315975, 1.0994062306708638, 1.0371342334009552)","(1.9645410275432829, -0.152880849629482, -0.26718047409059054)","(152, 94, 78)",
0.8461,,"(134.1925643661816, 104.08250175275316, 94.69959285511868)","(21.107009175553944, 22.004570305425272, 20.466507768998817)","(1.5002915453433059, 1.3093497755649068, 1.44516702634664)","(0.7033955093957669, 0.10111826150057901, 0.47475206977868734)","(150, 99, 90)",
0.6552,,"(122.71133997268043, 87.47852236987092, 63.415807053097524)","(5.193755364388097, 5.118397426089231, 5.874017362515038)","(4.124216280618838, 4.224816889973179, 3.7048010638525954)","(16.50002150967526, 17.596862374930904, 12.788529078611779)","(123, 87, 62)",
0.3094,,"(142.64128340588923, 125.3800437628538, 126.44539668036805)","(24.517525162540526, 30.9898501364908, 35.36369981046704)","(1.260051617626668, 0.8663681792554794, 0.6899796565247879)","(0.02263885285463285, -0.9589037333892456, -1.069649273445684)","(126, 106, 141)",1
0.7237,,"(193.6321112102596, 109.44657108455431, 82.77843292773468)","(6.037359143532068, 6.398842509187794, 7.296011984206808)","(3.3810648650974677, 3.454228811134985, 3.1249321647247794)","(10.075878263932816, 11.024359865606593, 8.721268853492646)","(192, 108, 84)",
0.8547,,"(106.62182528988387, 85.86982009541589, 85.69185984628757)","(22.142532970597756, 22.26876534837045, 21.020700890288097)","(1.3287442763950097, 1.4140682928918422, 1.378441278829737)","(0.32666358018096364, 0.6558173409132286, 0.3314506815203173)","(86, 67, 69)",
0.6712,,"(105.04003871148234, 64.07453525272649, 53.952495535544585)","(28.955051155481087, 28.840890412314376, 27.50972633895022)","(1.1178586362441567, 1.0580427934552215, 1.2231416196889133)","(0.06366280170999739, -0.2498545584171903, 0.18268264273362567)","(95, 57, 31)",
0.6462,,"(142.38830299458255, 131.48818656314484, 117.49996578728837)","(12.487401255656295, 15.67815543897375, 18.000786968503718)","(2.1839419698400344, 1.8867969536185096, 1.6105737996316387)","(3.4138102899919494, 2.2199795151222803, 1.103202775371142)","(143, 128, 112)",
0.4261,,"(177.2444683830363, 116.08356105180428, 85.96761871503986)","(13.103746537369956, 15.05823238736658, 15.588586055166768)","(3.545846651436879, 2.498361422785424, 2.54704083662483)","(12.132522206329952, 4.918323932486501, 5.320572604965104)","(173, 115, 81)",
,,,,,,,
0.5613,,"(127.84944966822422, 125.11747263947109, 132.10845326275285)","(18.12413330440849, 24.927094129987754, 24.677006497837702)","(2.0661122989505794, 2.0612510206991415, 2.224451312026933)","(3.136980806000416, 3.312459366821276, 4.168078758948864)","(126, 121, 129)",1
0.7904,,"(183.53079380549025, 123.68576755843242, 128.82543662859825)","(8.756769564675634, 14.664865220006156, 13.567879400783628)","(3.1953529588843383, 1.953533180346082, 2.1570751425525345)","(9.41180608261322, 2.3288792491987342, 3.264395248962927)","(182, 114, 125)",
0.0908,,"(156.30750968914072, 134.52431553506904, 127.88723996121917)","(15.212017940105785, 15.420208173265516, 16.172701076409396)","(2.3403733042451664, 2.120546100378479, 2.2391095282074325)","(4.224312310404818, 3.1369923728322124, 3.934496229092093)","(161, 133, 131)",
0.5251,,"(144.97813026098265, 113.91583183524563, 128.50457470517722)","(24.570028688812805, 36.35053173835663, 43.15307798591702)","(2.1434536046392934, 1.0701913551206215, 0.5220223785940701)","(3.6367615311028363, 0.21646620977081232, -0.7625121378215969)","(163, 129, 165)",1
0.8382,,"(184.92356916202698, 136.076433162787, 133.92144397005904)","(11.69682934074995, 14.158808841523912, 14.653542786987979)","(3.856091487662292, 2.277520956560501, 2.1535941824168012)","(15.918076638698015, 4.169638456707225, 3.450197262658537)","(175, 138, 123)",
0.6419,,"(147.51394333459757, 71.37789482768858, 63.916773357130296)","(17.867060231995058, 24.356968297990054, 24.608049050500213)","(2.4482213113951246, 1.9029447189126665, 1.5351872484567857)","(4.869734939649143, 2.3799289885168395, 0.9332103799325355)","(150, 74, 68)",
0.0297,,"(186.194276691298, 105.11997828539461, 88.3940564810764)","(14.305504285636106, 16.331187201482596, 17.28246124075717)","(3.303728267823001, 2.265567375233856, 2.121644410431948)","(11.350484434670687, 4.316445526692847, 3.413106731707183)","(188, 101, 79)",
0.7687,,"(201.05458618560806, 162.88973762630485, 166.923580436036)","(7.427618036736968, 11.31891141269511, 11.261706732819055)","(3.373513963594374, 2.3956003098714915, 2.5728014367942964)","(10.183506926699671, 4.376193929510196, 5.629377326716334)","(206, 158, 160)",
0.8441,,"(178.7197625507397, 133.97282725445984, 129.5967468333256)","(30.511211307318963, 37.77715807157557, 36.94327603387084)","(0.7218321297106516, 0.4248365844635586, 0.449516002231733)","(-1.0550731884290314, -1.3360019538190593, -1.442330006442131)","(159, 112, 112)",
0.8318,,"(136.78249646049517, 68.79108801019902, 51.00770076781191)","(18.685565119387164, 17.52236946993918, 14.567153957933293)","(1.6852626526263068, 1.7909170391971854, 2.339464364911537)","(1.4982759390569127, 1.6539922270281533, 4.420575836147446)","(127, 56, 47)",
0.9367,,"(95.1874232139653, 87.46970564501407, 78.53228490433685)","(36.25404981639508, 37.14001733105048, 35.14803931031436)","(0.7101301274426658, 0.5644677006706788, 0.7331524839519576)","(-0.8389532995918172, -1.0910447469845193, -0.8414580033370083)","(77, 69, 78)",
0.6598,,"(145.69046028493904, 91.65394455759088, 73.65449687771616)","(17.056773222049557, 21.332266540561207, 22.43908309699344)","(1.9108872734066837, 1.4910026265874825, 1.4814585327280547)","(2.445334371888652, 0.8853737896460125, 0.9192307905935762)","(144, 80, 60)",
0.8382,,"(198.90954987354053, 122.24093173289293, 112.16827385971555)","(15.531554723220571, 21.559736279672652, 23.80054984428554)","(2.385698475807926, 1.8811679425041858, 1.6185228375146057)","(4.693701990270668, 2.3347948053468572, 1.6736971406734575)","(201, 118, 100)",
0.8516,,"(153.1480265726168, 121.22003628594393, 122.87215079990347)","(17.309821527290364, 30.254323024138742, 32.62584078987445)","(1.572975223675401, 0.6965782909767336, 0.6600294444586987)","(0.9106950500879214, -1.1082574672408354, -1.045965327126878)","(163, 127, 149)",
0.7126,,"(177.30087180784903, 110.15503933979198, 111.64825662306976)","(18.16090283825332, 27.239591522418138, 30.1041686747044)","(1.8408454451926075, 1.3303136612813988, 1.407230290602406)","(2.2348672239441614, 0.6884210768882215, 1.2153611259854316)","(169, 89, 109)",
0.3207,,"(168.661575497179, 92.40296050895995, 87.216933496602)","(29.848924591000724, 28.862122463106534, 30.430587848885878)","(2.199042656831432, 1.237103752469051, 1.7035957159566215)","(5.05106063999647, 0.39390545573323754, 2.341041926552678)","(163, 79, 80)",
0.5675,,"(161.2372333297244, 137.80536482894968, 139.86820121124765)","(22.213815014089338, 27.597728513105327, 33.12958640700004)","(1.5003611792903109, 1.4447401757675398, 1.269043091486816)","(1.2620990182861052, 1.6199246124653648, 1.0801208940414728)","(155, 122, 119)",
0.719,,"(196.92723208211282, 158.07173058481476, 156.3674621841992)","(23.09171579239203, 44.753142099654276, 38.86233232481326)","(2.5133341256326838, 0.5952702569306443, 0.7099365384528529)","(8.70016163227021, -0.4968411888267714, -0.566182396688693)","(184, 117, 120)",
0.2965,,"(124.99173634662293, 68.2691476781265, 49.30124042123225)","(31.51580281741942, 31.424071169509638, 31.191435173073636)","(0.8482738172468975, 1.021672773495841, 1.325872186794182)","(-0.8449089128641014, -0.5573702672902581, 0.5077319596720153)","(119, 51, 15)",
0.4395,,"(140.28188863667765, 111.5325505966266, 124.42593736033996)","(19.02220762535692, 20.195976157273932, 20.76160816218948)","(1.7891163855930279, 2.10297086401146, 2.044573211204874)","(1.9630893074197147, 3.1121160940978188, 2.888038168542473)","(142, 105, 120)",1
0.7359,,"(161.2887960221633, 112.0599266780846, 97.50579458925495)","(49.967004779130534, 41.48885128900526, 38.271066583628766)","(1.456779773055814, 0.6527853467340582, 0.6775672813660791)","(1.7879654492842354, -0.5435733242342478, -0.5855829195181048)","(190, 129, 124)",
